lon,lat,du
173.62,-43.365,0.0
173.64,-43.365,0.0
173.66,-43.365,0.0
173.68,-43.365,0.0
173.7,-43.365,0.0
173.72,-43.365,0.0
173.74,-43.365,0.0
173.76,-43.365,0.0
173.78,-43.365,0.0
173.8,-43.365,0.0
173.82,-43.365,0.0
173.84,-43.365,0.0
173.86,-43.365,0.0
173.88,-43.365,0.0
173.9,-43.365,0.0
173.92,-43.365,0.0
173.94,-43.365,0.0
173.96,-43.365,0.0
173.98,-43.365,0.0
174.0,-43.365,0.0
174.02,-43.365,0.0
174.04,-43.365,0.0
174.06,-43.365,0.0
174.08,-43.365,0.0
174.1,-43.365,0.0
174.12,-43.365,0.0
174.14,-43.365,0.0
174.16,-43.365,0.0
174.18,-43.365,0.0
174.2,-43.365,0.0
174.22,-43.365,0.0
174.24,-43.365,0.0
174.26,-43.365,0.0
174.28,-43.365,0.0
174.3,-43.365,0.0
174.32,-43.365,0.0
174.34,-43.365,0.0
174.36,-43.365,0.0
174.38,-43.365,0.0
174.4,-43.365,0.0
174.42,-43.365,0.0
174.44,-43.365,0.0
174.46,-43.365,0.0
174.48,-43.365,0.0
174.5,-43.365,0.0
174.52,-43.365,0.0
174.54,-43.365,0.0
174.56,-43.365,0.0
174.58,-43.365,0.0
174.6,-43.365,0.0
174.62,-43.365,0.0
174.64,-43.365,0.0
174.66,-43.365,0.0
174.68,-43.365,0.0
174.7,-43.365,0.0
174.72,-43.365,0.0
174.74,-43.365,0.0
174.76,-43.365,0.0
174.78,-43.365,0.0
174.8,-43.365,0.0
174.82,-43.365,0.0
174.84,-43.365,0.0
174.86,-43.365,0.0
174.88,-43.365,0.0
174.9,-43.365,0.0
174.92,-43.365,0.0
174.94,-43.365,0.0
174.96,-43.365,0.0
174.98,-43.365,0.0
175.0,-43.365,0.0
175.02,-43.365,0.0
175.04,-43.365,0.0
175.06,-43.365,0.0
175.08,-43.365,0.0
175.1,-43.365,0.0
175.12,-43.365,0.0
175.14,-43.365,0.0
175.16,-43.365,0.0
175.18,-43.365,0.0
175.2,-43.365,0.0
175.22,-43.365,0.0
175.24,-43.365,0.0
175.26,-43.365,0.0
175.28,-43.365,0.0
175.3,-43.365,0.0
175.32,-43.365,0.0
175.34,-43.365,0.0
175.36,-43.365,0.0
175.38,-43.365,0.0
175.4,-43.365,0.0
175.42,-43.365,0.0
175.44,-43.365,0.0
175.46,-43.365,0.0
175.48,-43.365,0.0
175.5,-43.365,0.0
175.52,-43.365,0.0
175.54,-43.365,0.0
175.56,-43.365,0.0
175.58,-43.365,0.0
175.6,-43.365,0.0
175.62,-43.365,0.0
175.64,-43.365,0.0
175.66,-43.365,0.0
175.68,-43.365,0.0
175.7,-43.365,0.0
175.72,-43.365,0.0
175.74,-43.365,0.0
175.76,-43.365,0.0
175.78,-43.365,0.0
175.8,-43.365,0.0
175.82,-43.365,0.0
175.84,-43.365,0.0
175.86,-43.365,0.0
175.88,-43.365,0.0
175.9,-43.365,0.0
175.92,-43.365,0.0
175.94,-43.365,0.0
175.96,-43.365,0.0
175.98,-43.365,0.0
176.0,-43.365,0.0
176.02,-43.365,0.0
176.04,-43.365,0.0
176.06,-43.365,0.0
176.08,-43.365,0.0
176.1,-43.365,0.0
176.12,-43.365,0.0
176.14,-43.365,0.0
176.16,-43.365,0.0
176.18,-43.365,0.0
176.2,-43.365,0.0
171.9,-43.35,0.0
171.92,-43.35,0.0
171.94,-43.35,0.0
171.96,-43.35,0.0
171.98,-43.35,0.0
172.0,-43.35,0.0
172.02,-43.35,0.0
172.04,-43.35,0.0
172.06,-43.35,0.0
172.08,-43.35,0.0
172.1,-43.35,0.0
172.12,-43.35,0.0
172.14,-43.35,0.0
172.16,-43.35,0.0
172.18,-43.35,0.0
172.2,-43.35,0.0
172.22,-43.35,0.0
172.24,-43.35,0.0
172.26,-43.35,0.0
172.28,-43.35,0.0
172.3,-43.35,0.0
172.32,-43.35,0.0
172.34,-43.35,0.0
172.36,-43.35,0.0
172.38,-43.35,0.0
172.4,-43.35,0.0
172.42,-43.35,0.0
172.44,-43.35,0.0
172.46,-43.35,0.0
172.48,-43.35,0.0
172.5,-43.35,0.0
172.52,-43.35,0.0
172.54,-43.35,0.0
172.56,-43.35,0.0
172.58,-43.35,0.0
172.6,-43.35,0.0
172.62,-43.35,0.0
172.64,-43.35,0.0
172.66,-43.35,0.0
172.68,-43.35,0.0
172.7,-43.35,0.0
172.72,-43.35,0.0001
172.74,-43.35,0.0001
172.76,-43.35,0.0001
172.78,-43.35,0.0002
172.8,-43.35,0.0002
172.82,-43.35,0.0002
172.84,-43.35,0.0002
172.86,-43.35,0.0002
172.88,-43.35,0.0001
172.9,-43.35,0.0001
172.92,-43.35,0.0001
172.94,-43.35,0.0
172.96,-43.35,0.0
172.98,-43.35,0.0
173.0,-43.35,0.0
173.02,-43.35,0.0
173.04,-43.35,0.0
173.06,-43.35,0.0
173.08,-43.35,0.0
173.1,-43.35,0.0
173.12,-43.35,0.0
173.14,-43.35,0.0
173.16,-43.35,0.0
173.18,-43.35,0.0
173.2,-43.35,0.0
173.22,-43.35,0.0
173.24,-43.35,0.0
173.26,-43.35,0.0
173.28,-43.35,0.0
173.3,-43.35,0.0
173.32,-43.35,0.0
173.34,-43.35,0.0
173.36,-43.35,0.0
173.38,-43.35,0.0
173.4,-43.35,0.0
173.42,-43.35,0.0
173.44,-43.35,0.0
173.46,-43.35,0.0
173.48,-43.35,0.0
173.5,-43.35,0.0
173.52,-43.35,0.0
173.54,-43.35,0.0
173.56,-43.35,0.0
173.58,-43.35,0.0
173.6,-43.35,0.0
173.62,-43.35,0.0
173.64,-43.35,0.0
173.66,-43.35,0.0
173.68,-43.35,0.0
173.7,-43.35,0.0
173.72,-43.35,0.0
173.74,-43.35,0.0
173.76,-43.35,0.0
173.78,-43.35,0.0
173.8,-43.35,0.0
173.82,-43.35,0.0
173.84,-43.35,0.0
173.86,-43.35,0.0
173.88,-43.35,0.0
173.9,-43.35,0.0
173.92,-43.35,0.0
173.94,-43.35,0.0
173.96,-43.35,0.0
173.98,-43.35,0.0
174.0,-43.35,0.0
174.02,-43.35,0.0
174.04,-43.35,0.0
174.06,-43.35,0.0
174.08,-43.35,0.0
174.1,-43.35,0.0
174.12,-43.35,0.0
174.14,-43.35,0.0
174.16,-43.35,0.0
174.18,-43.35,0.0
174.2,-43.35,0.0
174.22,-43.35,0.0
174.24,-43.35,0.0
174.26,-43.35,0.0
174.28,-43.35,0.0
174.3,-43.35,0.0
174.32,-43.35,0.0
174.34,-43.35,0.0
174.36,-43.35,0.0
174.38,-43.35,0.0
174.4,-43.35,0.0
174.42,-43.35,0.0
174.44,-43.35,0.0
174.46,-43.35,0.0
174.48,-43.35,0.0
174.5,-43.35,0.0
174.52,-43.35,0.0
174.54,-43.35,0.0
174.56,-43.35,0.0
174.58,-43.35,0.0
174.6,-43.35,0.0
174.62,-43.35,0.0
174.64,-43.35,0.0
174.66,-43.35,0.0
174.68,-43.35,0.0
174.7,-43.35,0.0
174.72,-43.35,0.0
174.74,-43.35,0.0
174.76,-43.35,0.0
174.78,-43.35,0.0
174.8,-43.35,0.0
174.82,-43.35,0.0
174.84,-43.35,0.0
174.86,-43.35,0.0
174.88,-43.35,0.0
174.9,-43.35,0.0
174.92,-43.35,0.0
174.94,-43.35,0.0
174.96,-43.35,0.0
174.98,-43.35,0.0
175.0,-43.35,0.0
175.02,-43.35,0.0
175.04,-43.35,0.0
175.06,-43.35,0.0
175.08,-43.35,0.0
175.1,-43.35,0.0
175.12,-43.35,0.0
175.14,-43.35,0.0
175.16,-43.35,0.0
175.18,-43.35,0.0
175.2,-43.35,0.0
175.22,-43.35,0.0
175.24,-43.35,0.0
175.26,-43.35,0.0
175.28,-43.35,0.0
175.3,-43.35,0.0
175.32,-43.35,0.0
175.34,-43.35,0.0
175.36,-43.35,0.0
175.38,-43.35,0.0
175.4,-43.35,0.0
175.42,-43.35,0.0
175.44,-43.35,0.0
175.46,-43.35,0.0
175.48,-43.35,0.0
175.5,-43.35,0.0
175.52,-43.35,0.0
175.54,-43.35,0.0
175.56,-43.35,0.0
175.58,-43.35,0.0
175.6,-43.35,0.0
175.62,-43.35,0.0
175.64,-43.35,0.0
175.66,-43.35,0.0
175.68,-43.35,0.0
175.7,-43.35,0.0
175.72,-43.35,0.0
175.74,-43.35,0.0
175.76,-43.35,0.0
175.78,-43.35,0.0
175.8,-43.35,0.0
175.82,-43.35,0.0
175.84,-43.35,0.0
175.86,-43.35,0.0
175.88,-43.35,0.0
175.9,-43.35,0.0
175.92,-43.35,0.0
175.94,-43.35,0.0
175.96,-43.35,0.0
175.98,-43.35,0.0
176.0,-43.35,0.0
176.02,-43.35,0.0
176.04,-43.35,0.0
176.06,-43.35,0.0
176.08,-43.35,0.0
176.1,-43.35,0.0
176.12,-43.35,0.0
176.14,-43.35,0.0
176.16,-43.35,0.0
176.18,-43.35,0.0
176.2,-43.35,0.0
171.9,-43.335,0.0
171.92,-43.335,0.0
171.94,-43.335,0.0
171.96,-43.335,0.0
171.98,-43.335,0.0
172.0,-43.335,0.0
172.02,-43.335,0.0
172.04,-43.335,0.0
172.06,-43.335,0.0
172.08,-43.335,0.0
172.1,-43.335,0.0
172.12,-43.335,0.0
172.14,-43.335,0.0
172.16,-43.335,0.0
172.18,-43.335,0.0
172.2,-43.335,0.0
172.22,-43.335,0.0
172.24,-43.335,0.0
172.26,-43.335,0.0
172.28,-43.335,0.0
172.3,-43.335,0.0
172.32,-43.335,0.0
172.34,-43.335,0.0
172.36,-43.335,0.0
172.38,-43.335,0.0
172.4,-43.335,0.0
172.42,-43.335,0.0
172.44,-43.335,0.0
172.46,-43.335,0.0
172.48,-43.335,0.0
172.5,-43.335,0.0
172.52,-43.335,0.0
172.54,-43.335,0.0
172.56,-43.335,0.0
172.58,-43.335,0.0
172.6,-43.335,0.0001
172.62,-43.335,0.0001
172.64,-43.335,0.0002
172.66,-43.335,0.0002
172.68,-43.335,0.0002
172.7,-43.335,0.0003
172.72,-43.335,0.0003
172.74,-43.335,0.0003
172.76,-43.335,0.0003
172.78,-43.335,0.0003
172.8,-43.335,0.0003
172.82,-43.335,0.0003
172.84,-43.335,0.0003
172.86,-43.335,0.0003
172.88,-43.335,0.0003
172.9,-43.335,0.0003
172.92,-43.335,0.0003
172.94,-43.335,0.0002
172.96,-43.335,0.0002
172.98,-43.335,0.0002
173.0,-43.335,0.0001
173.02,-43.335,0.0
173.04,-43.335,0.0
173.06,-43.335,0.0
173.08,-43.335,0.0
173.1,-43.335,0.0
173.12,-43.335,0.0
173.14,-43.335,0.0
173.16,-43.335,0.0
173.18,-43.335,0.0
173.2,-43.335,0.0
173.22,-43.335,0.0
173.24,-43.335,0.0
173.26,-43.335,0.0
173.28,-43.335,0.0
173.3,-43.335,0.0
173.32,-43.335,0.0
173.34,-43.335,0.0
173.36,-43.335,0.0
173.38,-43.335,0.0
173.4,-43.335,0.0
173.42,-43.335,0.0
173.44,-43.335,0.0
173.46,-43.335,0.0
173.48,-43.335,0.0
173.5,-43.335,0.0
173.52,-43.335,0.0
173.54,-43.335,0.0
173.56,-43.335,0.0
173.58,-43.335,0.0
173.6,-43.335,0.0
173.62,-43.335,0.0
173.64,-43.335,0.0
173.66,-43.335,0.0
173.68,-43.335,0.0
173.7,-43.335,0.0
173.72,-43.335,0.0
173.74,-43.335,0.0
173.76,-43.335,0.0
173.78,-43.335,0.0
173.8,-43.335,0.0
173.82,-43.335,0.0
173.84,-43.335,0.0
173.86,-43.335,0.0
173.88,-43.335,0.0
173.9,-43.335,0.0
173.92,-43.335,0.0
173.94,-43.335,0.0
173.96,-43.335,0.0
173.98,-43.335,0.0
174.0,-43.335,0.0
174.02,-43.335,0.0
174.04,-43.335,0.0
174.06,-43.335,0.0
174.08,-43.335,0.0
174.1,-43.335,0.0
174.12,-43.335,0.0
174.14,-43.335,0.0
174.16,-43.335,0.0
174.18,-43.335,0.0
174.2,-43.335,0.0
174.22,-43.335,0.0
174.24,-43.335,0.0
174.26,-43.335,0.0
174.28,-43.335,0.0
174.3,-43.335,0.0
174.32,-43.335,0.0
174.34,-43.335,0.0
174.36,-43.335,0.0
174.38,-43.335,0.0
174.4,-43.335,0.0
174.42,-43.335,0.0
174.44,-43.335,0.0
174.46,-43.335,0.0
174.48,-43.335,0.0
174.5,-43.335,0.0
174.52,-43.335,0.0
174.54,-43.335,0.0
174.56,-43.335,0.0
174.58,-43.335,0.0
174.6,-43.335,0.0
174.62,-43.335,0.0
174.64,-43.335,0.0
174.66,-43.335,0.0
174.68,-43.335,0.0
174.7,-43.335,0.0
174.72,-43.335,0.0
174.74,-43.335,0.0
174.76,-43.335,0.0
174.78,-43.335,0.0
174.8,-43.335,0.0
174.82,-43.335,0.0
174.84,-43.335,0.0
174.86,-43.335,0.0
174.88,-43.335,0.0
174.9,-43.335,0.0
174.92,-43.335,0.0
174.94,-43.335,0.0
174.96,-43.335,0.0
174.98,-43.335,0.0
175.0,-43.335,0.0
175.02,-43.335,0.0
175.04,-43.335,0.0
175.06,-43.335,0.0
175.08,-43.335,0.0
175.1,-43.335,0.0
175.12,-43.335,0.0
175.14,-43.335,0.0
175.16,-43.335,0.0
175.18,-43.335,0.0
175.2,-43.335,0.0
175.22,-43.335,0.0
175.24,-43.335,0.0
175.26,-43.335,0.0
175.28,-43.335,0.0
175.3,-43.335,0.0
175.32,-43.335,0.0
175.34,-43.335,0.0
175.36,-43.335,0.0
175.38,-43.335,0.0
175.4,-43.335,0.0
175.42,-43.335,0.0
175.44,-43.335,0.0
175.46,-43.335,0.0
175.48,-43.335,0.0
175.5,-43.335,0.0
175.52,-43.335,0.0
175.54,-43.335,0.0
175.56,-43.335,0.0
175.58,-43.335,0.0
175.6,-43.335,0.0
175.62,-43.335,0.0
175.64,-43.335,0.0
175.66,-43.335,0.0
175.68,-43.335,0.0
175.7,-43.335,0.0
175.72,-43.335,0.0
175.74,-43.335,0.0
175.76,-43.335,0.0
175.78,-43.335,0.0
175.8,-43.335,0.0
175.82,-43.335,0.0
175.84,-43.335,0.0
175.86,-43.335,0.0
175.88,-43.335,0.0
175.9,-43.335,0.0
175.92,-43.335,0.0
175.94,-43.335,0.0
175.96,-43.335,0.0
175.98,-43.335,0.0
176.0,-43.335,0.0
176.02,-43.335,0.0
176.04,-43.335,0.0
176.06,-43.335,0.0
176.08,-43.335,0.0
176.1,-43.335,0.0
176.12,-43.335,0.0
176.14,-43.335,0.0
176.16,-43.335,0.0
176.18,-43.335,0.0
176.2,-43.335,0.0
171.9,-43.32,0.0
171.92,-43.32,0.0
171.94,-43.32,0.0
171.96,-43.32,0.0
171.98,-43.32,0.0
172.0,-43.32,0.0
172.02,-43.32,0.0
172.04,-43.32,0.0
172.06,-43.32,0.0
172.08,-43.32,0.0
172.1,-43.32,0.0
172.12,-43.32,0.0
172.14,-43.32,0.0
172.16,-43.32,0.0
172.18,-43.32,0.0
172.2,-43.32,0.0
172.22,-43.32,0.0
172.24,-43.32,0.0
172.26,-43.32,0.0
172.28,-43.32,0.0
172.3,-43.32,0.0
172.32,-43.32,0.0
172.34,-43.32,0.0
172.36,-43.32,0.0
172.38,-43.32,0.0
172.4,-43.32,0.0
172.42,-43.32,0.0
172.44,-43.32,0.0
172.46,-43.32,0.0
172.48,-43.32,0.0
172.5,-43.32,0.0001
172.52,-43.32,0.0001
172.54,-43.32,0.0002
172.56,-43.32,0.0002
172.58,-43.32,0.0003
172.6,-43.32,0.0003
172.62,-43.32,0.0003
172.64,-43.32,0.0004
172.66,-43.32,0.0004
172.68,-43.32,0.0004
172.7,-43.32,0.0005
172.72,-43.32,0.0005
172.74,-43.32,0.0005
172.76,-43.32,0.0005
172.78,-43.32,0.0005
172.8,-43.32,0.0005
172.82,-43.32,0.0005
172.84,-43.32,0.0005
172.86,-43.32,0.0005
172.88,-43.32,0.0005
172.9,-43.32,0.0005
172.92,-43.32,0.0005
172.94,-43.32,0.0004
172.96,-43.32,0.0004
172.98,-43.32,0.0003
173.0,-43.32,0.0003
173.02,-43.32,0.0002
173.04,-43.32,0.0001
173.06,-43.32,0.0
173.08,-43.32,0.0
173.1,-43.32,0.0
173.12,-43.32,0.0
173.14,-43.32,0.0
173.16,-43.32,0.0
173.18,-43.32,0.0
173.2,-43.32,0.0
173.22,-43.32,0.0
173.24,-43.32,0.0
173.26,-43.32,0.0
173.28,-43.32,0.0
173.3,-43.32,0.0
173.32,-43.32,0.0
173.34,-43.32,0.0
173.36,-43.32,0.0
173.38,-43.32,0.0
173.4,-43.32,0.0
173.42,-43.32,0.0
173.44,-43.32,0.0
173.46,-43.32,0.0
173.48,-43.32,0.0
173.5,-43.32,0.0
173.52,-43.32,0.0
173.54,-43.32,0.0
173.56,-43.32,0.0
173.58,-43.32,0.0
173.6,-43.32,0.0
173.62,-43.32,0.0
173.64,-43.32,0.0
173.66,-43.32,0.0
173.68,-43.32,0.0
173.7,-43.32,0.0
173.72,-43.32,0.0
173.74,-43.32,0.0
173.76,-43.32,0.0
173.78,-43.32,0.0
173.8,-43.32,0.0
173.82,-43.32,0.0
173.84,-43.32,0.0
173.86,-43.32,0.0
173.88,-43.32,0.0
173.9,-43.32,0.0
173.92,-43.32,0.0
173.94,-43.32,0.0
173.96,-43.32,0.0
173.98,-43.32,0.0
174.0,-43.32,0.0
174.02,-43.32,0.0
174.04,-43.32,0.0
174.06,-43.32,0.0
174.08,-43.32,0.0
174.1,-43.32,0.0
174.12,-43.32,0.0
174.14,-43.32,0.0
174.16,-43.32,0.0
174.18,-43.32,0.0
174.2,-43.32,0.0
174.22,-43.32,0.0
174.24,-43.32,0.0
174.26,-43.32,0.0
174.28,-43.32,0.0
174.3,-43.32,0.0
174.32,-43.32,0.0
174.34,-43.32,0.0
174.36,-43.32,0.0
174.38,-43.32,0.0
174.4,-43.32,0.0
174.42,-43.32,0.0
174.44,-43.32,0.0
174.46,-43.32,0.0
174.48,-43.32,0.0
174.5,-43.32,0.0
174.52,-43.32,0.0
174.54,-43.32,0.0
174.56,-43.32,0.0
174.58,-43.32,0.0
174.6,-43.32,0.0
174.62,-43.32,0.0
174.64,-43.32,0.0
174.66,-43.32,0.0
174.68,-43.32,0.0
174.7,-43.32,0.0
174.72,-43.32,0.0
174.74,-43.32,0.0
174.76,-43.32,0.0
174.78,-43.32,0.0
174.8,-43.32,0.0
174.82,-43.32,0.0
174.84,-43.32,0.0
174.86,-43.32,0.0
174.88,-43.32,0.0
174.9,-43.32,0.0
174.92,-43.32,0.0
174.94,-43.32,0.0
174.96,-43.32,0.0
174.98,-43.32,0.0
175.0,-43.32,0.0
175.02,-43.32,0.0
175.04,-43.32,0.0
175.06,-43.32,0.0
175.08,-43.32,0.0
175.1,-43.32,0.0
175.12,-43.32,0.0
175.14,-43.32,0.0
175.16,-43.32,0.0
175.18,-43.32,0.0
175.2,-43.32,0.0
175.22,-43.32,0.0
175.24,-43.32,0.0
175.26,-43.32,0.0
175.28,-43.32,0.0
175.3,-43.32,0.0
175.32,-43.32,0.0
175.34,-43.32,0.0
175.36,-43.32,0.0
175.38,-43.32,0.0
175.4,-43.32,0.0
175.42,-43.32,0.0
175.44,-43.32,0.0
175.46,-43.32,0.0
175.48,-43.32,0.0
175.5,-43.32,0.0
175.52,-43.32,0.0
175.54,-43.32,0.0
175.56,-43.32,0.0
175.58,-43.32,0.0
175.6,-43.32,0.0
175.62,-43.32,0.0
175.64,-43.32,0.0
175.66,-43.32,0.0
175.68,-43.32,0.0
175.7,-43.32,0.0
175.72,-43.32,0.0
175.74,-43.32,0.0
175.76,-43.32,0.0
175.78,-43.32,0.0
175.8,-43.32,0.0
175.82,-43.32,0.0
175.84,-43.32,0.0
175.86,-43.32,0.0
175.88,-43.32,0.0
175.9,-43.32,0.0
175.92,-43.32,0.0
175.94,-43.32,0.0
175.96,-43.32,0.0
175.98,-43.32,0.0
176.0,-43.32,0.0
176.02,-43.32,0.0
176.04,-43.32,0.0
176.06,-43.32,0.0
176.08,-43.32,0.0
176.1,-43.32,0.0
176.12,-43.32,0.0
176.14,-43.32,0.0
176.16,-43.32,0.0
176.18,-43.32,0.0
176.2,-43.32,0.0
171.9,-43.305,0.0
171.92,-43.305,0.0
171.94,-43.305,0.0
171.96,-43.305,0.0
171.98,-43.305,0.0
172.0,-43.305,0.0
172.02,-43.305,0.0
172.04,-43.305,0.0
172.06,-43.305,0.0
172.08,-43.305,0.0
172.1,-43.305,0.0
172.12,-43.305,0.0
172.14,-43.305,0.0
172.16,-43.305,0.0
172.18,-43.305,0.0
172.2,-43.305,0.0
172.22,-43.305,0.0
172.24,-43.305,0.0
172.26,-43.305,0.0
172.28,-43.305,0.0
172.3,-43.305,0.0
172.32,-43.305,0.0
172.34,-43.305,0.0
172.36,-43.305,0.0
172.38,-43.305,0.0
172.4,-43.305,0.0
172.42,-43.305,0.0
172.44,-43.305,0.0
172.46,-43.305,0.0001
172.48,-43.305,0.0002
172.5,-43.305,0.0003
172.52,-43.305,0.0003
172.54,-43.305,0.0004
172.56,-43.305,0.0004
172.58,-43.305,0.0005
172.6,-43.305,0.0005
172.62,-43.305,0.0006
172.64,-43.305,0.0006
172.66,-43.305,0.0006
172.68,-43.305,0.0007
172.7,-43.305,0.0007
172.72,-43.305,0.0007
172.74,-43.305,0.0007
172.76,-43.305,0.0008
172.78,-43.305,0.0008
172.8,-43.305,0.0008
172.82,-43.305,0.0008
172.84,-43.305,0.0008
172.86,-43.305,0.0008
172.88,-43.305,0.0008
172.9,-43.305,0.0007
172.92,-43.305,0.0007
172.94,-43.305,0.0007
172.96,-43.305,0.0006
172.98,-43.305,0.0006
173.0,-43.305,0.0005
173.02,-43.305,0.0005
173.04,-43.305,0.0004
173.06,-43.305,0.0003
173.08,-43.305,0.0002
173.1,-43.305,0.0
173.12,-43.305,0.0
173.14,-43.305,0.0
173.16,-43.305,0.0
173.18,-43.305,0.0001
173.2,-43.305,0.0002
173.22,-43.305,0.0002
173.24,-43.305,0.0002
173.26,-43.305,0.0002
173.28,-43.305,0.0002
173.3,-43.305,0.0002
173.32,-43.305,0.0002
173.34,-43.305,0.0002
173.36,-43.305,0.0002
173.38,-43.305,0.0001
173.4,-43.305,0.0001
173.42,-43.305,0.0
173.44,-43.305,0.0
173.46,-43.305,0.0
173.48,-43.305,0.0
173.5,-43.305,0.0
173.52,-43.305,0.0
173.54,-43.305,0.0
173.56,-43.305,0.0
173.58,-43.305,0.0
173.6,-43.305,0.0
173.62,-43.305,0.0
173.64,-43.305,0.0
173.66,-43.305,0.0
173.68,-43.305,0.0
173.7,-43.305,0.0
173.72,-43.305,0.0
173.74,-43.305,0.0
173.76,-43.305,0.0
173.78,-43.305,0.0
173.8,-43.305,0.0
173.82,-43.305,0.0
173.84,-43.305,0.0
173.86,-43.305,0.0
173.88,-43.305,0.0
173.9,-43.305,0.0
173.92,-43.305,0.0
173.94,-43.305,0.0
173.96,-43.305,0.0
173.98,-43.305,0.0
174.0,-43.305,0.0
174.02,-43.305,0.0
174.04,-43.305,0.0
174.06,-43.305,0.0
174.08,-43.305,0.0
174.1,-43.305,0.0
174.12,-43.305,0.0
174.14,-43.305,0.0
174.16,-43.305,0.0
174.18,-43.305,0.0
174.2,-43.305,0.0
174.22,-43.305,0.0
174.24,-43.305,0.0
174.26,-43.305,0.0
174.28,-43.305,0.0
174.3,-43.305,0.0
174.32,-43.305,0.0
174.34,-43.305,0.0
174.36,-43.305,0.0
174.38,-43.305,0.0
174.4,-43.305,0.0
174.42,-43.305,0.0
174.44,-43.305,0.0
174.46,-43.305,0.0
174.48,-43.305,0.0
174.5,-43.305,0.0
174.52,-43.305,0.0
174.54,-43.305,0.0
174.56,-43.305,0.0
174.58,-43.305,0.0
174.6,-43.305,0.0
174.62,-43.305,0.0
174.64,-43.305,0.0
174.66,-43.305,0.0
174.68,-43.305,0.0
174.7,-43.305,0.0
174.72,-43.305,0.0
174.74,-43.305,0.0
174.76,-43.305,0.0
174.78,-43.305,0.0
174.8,-43.305,0.0
174.82,-43.305,0.0
174.84,-43.305,0.0
174.86,-43.305,0.0
174.88,-43.305,0.0
174.9,-43.305,0.0
174.92,-43.305,0.0
174.94,-43.305,0.0
174.96,-43.305,0.0
174.98,-43.305,0.0
175.0,-43.305,0.0
175.02,-43.305,0.0
175.04,-43.305,0.0
175.06,-43.305,0.0
175.08,-43.305,0.0
175.1,-43.305,0.0
175.12,-43.305,0.0
175.14,-43.305,0.0
175.16,-43.305,0.0
175.18,-43.305,0.0
175.2,-43.305,0.0
175.22,-43.305,0.0
175.24,-43.305,0.0
175.26,-43.305,0.0
175.28,-43.305,0.0
175.3,-43.305,0.0
175.32,-43.305,0.0
175.34,-43.305,0.0
175.36,-43.305,0.0
175.38,-43.305,0.0
175.4,-43.305,0.0
175.42,-43.305,0.0
175.44,-43.305,0.0
175.46,-43.305,0.0
175.48,-43.305,0.0
175.5,-43.305,0.0
175.52,-43.305,0.0
175.54,-43.305,0.0
175.56,-43.305,0.0
175.58,-43.305,0.0
175.6,-43.305,0.0
175.62,-43.305,0.0
175.64,-43.305,0.0
175.66,-43.305,0.0
175.68,-43.305,0.0
175.7,-43.305,0.0
175.72,-43.305,0.0
175.74,-43.305,0.0
175.76,-43.305,0.0
175.78,-43.305,0.0
175.8,-43.305,0.0
175.82,-43.305,0.0
175.84,-43.305,0.0
175.86,-43.305,0.0
175.88,-43.305,0.0
175.9,-43.305,0.0
175.92,-43.305,0.0
175.94,-43.305,0.0
